,algo,init_type,eval_count,parameters,energy,std,optimizer_name
1777,2,,1778,"{'gammas': array([-0.61428066,  1.5098577 ]), 'betas': array([ 4.93016001, -3.36116685])}",-1.1976224638152027,0.0,NELDER_MEAD
1778,2,,1779,"{'gammas': array([-0.61420809,  1.5096788 ]), 'betas': array([ 4.93016542, -3.36120278])}",-1.197622446398278,0.0,NELDER_MEAD
1779,2,,1780,"{'gammas': array([-0.61423287,  1.50981795]), 'betas': array([ 4.93017989, -3.36114313])}",-1.1976224628710526,0.0,NELDER_MEAD
1780,2,,1781,"{'gammas': array([-0.61420083,  1.50988762]), 'betas': array([ 4.93019303, -3.36115914])}",-1.1976224538473021,0.0,NELDER_MEAD
1781,2,,1782,"{'gammas': array([-0.61423262,  1.50975415]), 'betas': array([ 4.93017178, -3.36115901])}",-1.197622463750291,0.0,NELDER_MEAD
1782,2,,1783,"{'gammas': array([-0.61436665,  1.50995325]), 'betas': array([ 4.93016725, -3.36113   ])}",-1.1976224312605,0.0,NELDER_MEAD
1783,2,,1784,"{'gammas': array([-0.61418851,  1.50974886]), 'betas': array([ 4.93017999, -3.3611663 ])}",-1.1976224659968546,0.0,NELDER_MEAD
1784,2,,1785,"{'gammas': array([-0.6142219 ,  1.50975115]), 'betas': array([ 4.93015453, -3.36116983])}",-1.1976224637188482,0.0,NELDER_MEAD
1785,2,,1786,"{'gammas': array([-0.61422898,  1.50973798]), 'betas': array([ 4.93015327, -3.36118787])}",-1.1976224600651322,0.0,NELDER_MEAD
1786,2,,1787,"{'gammas': array([-0.61423189,  1.50979795]), 'betas': array([ 4.93017323, -3.36115431])}",-1.1976224659074652,0.0,NELDER_MEAD
1787,2,,1788,"{'gammas': array([-0.61424494,  1.50982818]), 'betas': array([ 4.93018798, -3.36115341])}",-1.1976224634010864,0.0,NELDER_MEAD
1788,2,,1789,"{'gammas': array([-0.61422766,  1.50977041]), 'betas': array([ 4.93016289, -3.36116572])}",-1.1976224659446428,0.0,NELDER_MEAD
1789,2,,1790,"{'gammas': array([-0.61423175,  1.50983331]), 'betas': array([ 4.93016629, -3.36116759])}",-1.197622466446163,0.0,NELDER_MEAD
1790,2,,1791,"{'gammas': array([-0.61423131,  1.50987289]), 'betas': array([ 4.93016354, -3.36117188])}",-1.1976224621998932,0.0,NELDER_MEAD
1791,2,,1792,"{'gammas': array([ 3.94621933, -0.26489236]), 'betas': array([3.28446729, 2.17470313])}",-0.15470666486816992,0.0,NELDER_MEAD
1792,2,,1793,"{'gammas': array([ 3.94621933, -0.26489236]), 'betas': array([3.44869066, 2.17470313])}",-0.3677566002099226,0.0,NELDER_MEAD
1793,2,,1794,"{'gammas': array([ 3.94621933, -0.26489236]), 'betas': array([3.28446729, 2.28343828])}",-0.31164642381745866,0.0,NELDER_MEAD
1794,2,,1795,"{'gammas': array([ 4.1435303 , -0.26489236]), 'betas': array([3.28446729, 2.17470313])}",-0.18514410399199754,0.0,NELDER_MEAD
1795,2,,1796,"{'gammas': array([ 3.94621933, -0.27813698]), 'betas': array([3.28446729, 2.17470313])}",-0.15066038296365852,0.0,NELDER_MEAD
1796,2,,1797,"{'gammas': array([ 4.04487482, -0.25164774]), 'betas': array([3.36657898, 2.2290707 ])}",-0.3446067059865323,0.0,NELDER_MEAD
1797,2,,1798,"{'gammas': array([ 4.09420256, -0.25827005]), 'betas': array([3.40763482, 2.25625449])}",-0.3923657010251376,0.0,NELDER_MEAD
1798,2,,1799,"{'gammas': array([ 4.16819417, -0.2549589 ]), 'betas': array([3.46921858, 2.29703018])}",-0.39906454223261434,0.0,NELDER_MEAD
1799,2,,1800,"{'gammas': array([ 3.90922353, -0.25330332]), 'betas': array([3.50001046, 2.31741802])}",-0.5190236849912676,0.0,NELDER_MEAD
1800,2,,1801,"{'gammas': array([ 3.79207014, -0.2475088 ]), 'betas': array([3.60778204, 2.38877547])}",-0.4939939709694695,0.0,NELDER_MEAD
1801,2,,1802,"{'gammas': array([ 4.08803659, -0.2475088 ]), 'betas': array([3.60778204, 2.22567273])}",-0.38808626875600566,0.0,NELDER_MEAD
1802,2,,1803,"{'gammas': array([ 4.01096199, -0.25868395]), 'betas': array([3.64627189, 2.27834132])}",-0.420941514310283,0.0,NELDER_MEAD
1803,2,,1804,"{'gammas': array([ 4.14198881, -0.24233512]), 'betas': array([3.66295083, 2.384528  ])}",-0.276708196100879,0.0,NELDER_MEAD
1804,2,,1805,"{'gammas': array([ 3.9951617 , -0.25925305]), 'betas': array([3.5022557 , 2.22715934])}",-0.4434031770006073,0.0,NELDER_MEAD
1805,2,,1806,"{'gammas': array([ 3.95373411, -0.26559081]), 'betas': array([3.45109627, 2.3343017 ])}",-0.50548033247188,0.0,NELDER_MEAD
1806,2,,1807,"{'gammas': array([ 3.76634649, -0.26345667]), 'betas': array([3.58059859, 2.28158002])}",-0.5459447309247429,0.0,NELDER_MEAD
1807,2,,1808,"{'gammas': array([ 3.56542266, -0.26770555]), 'betas': array([3.63628859, 2.27385494])}",-0.5188702583652394,0.0,NELDER_MEAD
1808,2,,1809,"{'gammas': array([ 3.80127092, -0.26211798]), 'betas': array([3.37070862, 2.30188822])}",-0.41765626769239506,0.0,NELDER_MEAD
1809,2,,1810,"{'gammas': array([ 3.95853923, -0.25954245]), 'betas': array([3.57738108, 2.28422805])}",-0.4875539638866584,0.0,NELDER_MEAD
1810,2,,1811,"{'gammas': array([ 3.79875998, -0.26169357]), 'betas': array([3.5522875 , 2.38160455])}",-0.52868284092499,0.0,NELDER_MEAD
1811,2,,1812,"{'gammas': array([ 3.75549283, -0.26247973]), 'betas': array([3.46461533, 2.3732241 ])}",-0.5197282554432469,0.0,NELDER_MEAD
1812,2,,1813,"{'gammas': array([ 3.6611773 , -0.25487584]), 'betas': array([3.59765966, 2.34261164])}",-0.5174323759988817,0.0,NELDER_MEAD
1813,2,,1814,"{'gammas': array([ 3.73431651, -0.25755458]), 'betas': array([3.56101882, 2.34053415])}",-0.5368082554135925,0.0,NELDER_MEAD
1814,2,,1815,"{'gammas': array([ 3.61823437, -0.26928895]), 'betas': array([3.57924966, 2.37105339])}",-0.49205367355160445,0.0,NELDER_MEAD
1815,2,,1816,"{'gammas': array([ 3.83647624, -0.25729973]), 'betas': array([3.51982026, 2.33082686])}",-0.5366281372170824,0.0,NELDER_MEAD
1816,2,,1817,"{'gammas': array([ 3.81245678, -0.25752254]), 'betas': array([3.64224725, 2.29404869])}",-0.5234187550508667,0.0,NELDER_MEAD
1817,2,,1818,"{'gammas': array([ 3.79821579, -0.25876184]), 'betas': array([3.59783927, 2.31384254])}",-0.5370368948524423,0.0,NELDER_MEAD
1818,2,,1819,"{'gammas': array([ 3.76891754, -0.25684283]), 'betas': array([3.57735097, 2.25178724])}",-0.5404040822659846,0.0,NELDER_MEAD
1819,2,,1820,"{'gammas': array([ 3.69742193, -0.26100823]), 'betas': array([3.63858356, 2.26304512])}",-0.5498034652921395,0.0,NELDER_MEAD
1820,2,,1821,"{'gammas': array([ 3.62789477, -0.26286248]), 'betas': array([3.69796521, 2.22915424])}",-0.5488924999456212,0.0,NELDER_MEAD
1821,2,,1822,"{'gammas': array([ 3.78113437, -0.26248021]), 'betas': array([3.63616737, 2.2145933 ])}",-0.540863834168329,0.0,NELDER_MEAD
1822,2,,1823,"{'gammas': array([ 3.70869437, -0.26313213]), 'betas': array([3.61851098, 2.19166029])}",-0.5412901194528682,0.0,NELDER_MEAD
1823,2,,1824,"{'gammas': array([ 3.70788104, -0.26819578]), 'betas': array([3.65957928, 2.22365213])}",-0.5555764861691834,0.0,NELDER_MEAD
1824,2,,1825,"{'gammas': array([ 3.6773628 , -0.27387225]), 'betas': array([3.70069344, 2.20958457])}",-0.558601351262499,0.0,NELDER_MEAD
1825,2,,1826,"{'gammas': array([ 3.64377842, -0.26825443]), 'betas': array([3.63302591, 2.25834169])}",-0.5475191438553185,0.0,NELDER_MEAD
1826,2,,1827,"{'gammas': array([ 3.68376045, -0.27016366]), 'betas': array([3.65793977, 2.3146154 ])}",-0.5266740670250838,0.0,NELDER_MEAD
1827,2,,1828,"{'gammas': array([ 3.70246089, -0.26489001]), 'betas': array([3.62836817, 2.22239907])}",-0.5519482434674846,0.0,NELDER_MEAD
1828,2,,1829,"{'gammas': array([ 3.59416553, -0.2705558 ]), 'betas': array([3.71973695, 2.19510521])}",-0.5555950344655232,0.0,NELDER_MEAD
1829,2,,1830,"{'gammas': array([ 3.69192715, -0.26690871]), 'betas': array([3.71066516, 2.18672529])}",-0.5574929759604376,0.0,NELDER_MEAD
1830,2,,1831,"{'gammas': array([ 3.63553625, -0.27710516]), 'betas': array([3.7411483 , 2.14386195])}",-0.5671457250025772,0.0,NELDER_MEAD
1831,2,,1832,"{'gammas': array([ 3.60459342, -0.28515362]), 'betas': array([3.79243067, 2.08427037])}",-0.5721302557311158,0.0,NELDER_MEAD
1832,2,,1833,"{'gammas': array([ 3.58156355, -0.28335518]), 'betas': array([3.83339493, 2.11544365])}",-0.5649713948567607,0.0,NELDER_MEAD
1833,2,,1834,"{'gammas': array([ 3.68355793, -0.28408909]), 'betas': array([3.79885515, 2.10290673])}",-0.5589999540952099,0.0,NELDER_MEAD
1834,2,,1835,"{'gammas': array([ 3.5816117 , -0.29632636]), 'betas': array([3.85202194, 2.06937737])}",-0.5767400401517154,0.0,NELDER_MEAD
1835,2,,1836,"{'gammas': array([ 3.52645397, -0.31103519]), 'betas': array([3.92270033, 2.01070341])}",-0.5799239299731342,0.0,NELDER_MEAD
1836,2,,1837,"{'gammas': array([ 3.52072164, -0.30794429]), 'betas': array([3.9729971 , 1.94707751])}",-0.574289256356769,0.0,NELDER_MEAD
1837,2,,1838,"{'gammas': array([ 3.43310836, -0.30965505]), 'betas': array([3.96190637, 1.97584074])}",-0.5534822411946804,0.0,NELDER_MEAD
1838,2,,1839,"{'gammas': array([ 3.62094554, -0.29048058]), 'betas': array([3.83961795, 2.07114023])}",-0.572224203566204,0.0,NELDER_MEAD
1839,2,,1840,"{'gammas': array([ 3.55479373, -0.31395165]), 'betas': array([3.93047809, 1.94115211])}",-0.5737319284587374,0.0,NELDER_MEAD
1840,2,,1841,"{'gammas': array([ 3.50686402, -0.32655223]), 'betas': array([4.04046606, 1.90076626])}",-0.5712051476638287,0.0,NELDER_MEAD
1841,2,,1842,"{'gammas': array([ 3.58016107, -0.29550328]), 'betas': array([3.85443952, 2.03839434])}",-0.5772040109216797,0.0,NELDER_MEAD
1842,2,,1843,"{'gammas': array([ 3.47011967, -0.32373662]), 'betas': array([4.00068957, 1.89752345])}",-0.5587315571014904,0.0,NELDER_MEAD
1843,2,,1844,"{'gammas': array([ 3.58323907, -0.29879459]), 'betas': array([3.87988586, 2.02773604])}",-0.577990962133043,0.0,NELDER_MEAD
1844,2,,1845,"{'gammas': array([ 3.55049414, -0.29268702]), 'betas': array([3.88453331, 2.07080353])}",-0.5692032175652477,0.0,NELDER_MEAD
1845,2,,1846,"{'gammas': array([ 3.55371883, -0.3086355 ]), 'betas': array([3.9189919 , 1.97356497])}",-0.5784505457083692,0.0,NELDER_MEAD
1846,2,,1847,"{'gammas': array([ 3.60106484, -0.29903999]), 'betas': array([3.8150117 , 2.07812187])}",-0.5772465187145945,0.0,NELDER_MEAD
1847,2,,1848,"{'gammas': array([ 3.55207729, -0.31324935]), 'betas': array([3.91385537, 2.0066688 ])}",-0.5824790079383724,0.0,NELDER_MEAD
1848,2,,1849,"{'gammas': array([ 3.5380354 , -0.32212239]), 'betas': array([3.94356329, 1.99080602])}",-0.583822090083775,0.0,NELDER_MEAD
1849,2,,1850,"{'gammas': array([ 3.4996588 , -0.32125385]), 'betas': array([4.01755899, 1.92328335])}",-0.5719942618547169,0.0,NELDER_MEAD
1850,2,,1851,"{'gammas': array([ 3.57571333, -0.30459345]), 'betas': array([3.86564852, 2.03941224])}",-0.5803543902022713,0.0,NELDER_MEAD
1851,2,,1852,"{'gammas': array([ 3.5137217 , -0.32439867]), 'betas': array([3.94556616, 1.97950728])}",-0.5827953650271459,0.0,NELDER_MEAD
1852,2,,1853,"{'gammas': array([ 3.52324336, -0.32243935]), 'betas': array([3.91974726, 2.03664951])}",-0.5817057437324404,0.0,NELDER_MEAD
1853,2,,1854,"{'gammas': array([ 3.54890292, -0.32574175]), 'betas': array([3.91456229, 2.01248412])}",-0.5864922493872096,0.0,NELDER_MEAD
1854,2,,1855,"{'gammas': array([ 3.56012739, -0.33309503]), 'betas': array([3.91049327, 2.01337448])}",-0.5882979941077807,0.0,NELDER_MEAD
1855,2,,1856,"{'gammas': array([ 3.4918506 , -0.34643427]), 'betas': array([3.99403647, 1.97075641])}",-0.58518121262605,0.0,NELDER_MEAD
1856,2,,1857,"{'gammas': array([ 3.52862418, -0.34058583]), 'betas': array([3.97708234, 1.94057259])}",-0.5855240855222776,0.0,NELDER_MEAD
1857,2,,1858,"{'gammas': array([ 3.54559709, -0.34672009]), 'betas': array([3.96702153, 1.97824746])}",-0.5899092818136357,0.0,NELDER_MEAD
1858,2,,1859,"{'gammas': array([ 3.56153479, -0.3578808 ]), 'betas': array([3.97774921, 1.97761756])}",-0.5900088778836157,0.0,NELDER_MEAD
1859,2,,1860,"{'gammas': array([ 3.53303308, -0.36687557]), 'betas': array([3.98611735, 1.96035449])}",-0.5949176614221514,0.0,NELDER_MEAD
1860,2,,1861,"{'gammas': array([ 3.53053193, -0.38925216]), 'betas': array([4.00739439, 1.94512872])}",-0.5990626384969198,0.0,NELDER_MEAD
1861,2,,1862,"{'gammas': array([ 3.59855854, -0.36397263]), 'betas': array([3.94232313, 1.96759026])}",-0.5846044688666453,0.0,NELDER_MEAD
1862,2,,1863,"{'gammas': array([ 3.51852759, -0.35081886]), 'betas': array([3.98110814, 1.96996487])}",-0.5905339962748795,0.0,NELDER_MEAD
1863,2,,1864,"{'gammas': array([ 3.55673666, -0.3749376 ]), 'betas': array([3.96129016, 2.01247023])}",-0.5936401599358725,0.0,NELDER_MEAD
1864,2,,1865,"{'gammas': array([ 3.52353809, -0.40334968]), 'betas': array([4.05327767, 1.93921621])}",-0.5983003403584006,0.0,NELDER_MEAD
1865,2,,1866,"{'gammas': array([ 3.50313234, -0.40129835]), 'betas': array([4.02378597, 1.95577246])}",-0.6022212082095695,0.0,NELDER_MEAD
1866,2,,1867,"{'gammas': array([ 3.47393112, -0.42300713]), 'betas': array([4.04680435, 1.94484991])}",-0.6049539893596358,0.0,NELDER_MEAD
1867,2,,1868,"{'gammas': array([ 3.52384131, -0.44445442]), 'betas': array([4.05327514, 1.95086766])}",-0.6078631130490759,0.0,NELDER_MEAD
1868,2,,1869,"{'gammas': array([ 3.52649818, -0.4912722 ]), 'betas': array([4.08935865, 1.94131906])}",-0.6119166795476887,0.0,NELDER_MEAD
1869,2,,1870,"{'gammas': array([ 3.47051299, -0.47850298]), 'betas': array([4.13712737, 1.87278672])}",-0.6026257346057117,0.0,NELDER_MEAD
1870,2,,1871,"{'gammas': array([ 3.47719902, -0.48766756]), 'betas': array([4.0870647, 1.912826 ])}",-0.6146339912140046,0.0,NELDER_MEAD
1871,2,,1872,"{'gammas': array([ 3.45402949, -0.52982649]), 'betas': array([4.10395821, 1.89963089])}",-0.6149396498065762,0.0,NELDER_MEAD
1872,2,,1873,"{'gammas': array([ 3.43195397, -0.57205224]), 'betas': array([4.1812299 , 1.88416457])}",-0.6119563905330869,0.0,NELDER_MEAD
1873,2,,1874,"{'gammas': array([ 3.47269339, -0.52957605]), 'betas': array([4.07354819, 1.96219549])}",-0.6242013455393415,0.0,NELDER_MEAD
1874,2,,1875,"{'gammas': array([ 3.47378358, -0.55511258]), 'betas': array([4.04175859, 2.00689987])}",-0.6254635164610406,0.0,NELDER_MEAD
1875,2,,1876,"{'gammas': array([ 3.46920148, -0.65112463]), 'betas': array([4.16134833, 1.92115729])}",-0.623899130438246,0.0,NELDER_MEAD
1876,2,,1877,"{'gammas': array([ 3.38798608, -0.66278578]), 'betas': array([4.15478887, 1.91460725])}",-0.6046956488595763,0.0,NELDER_MEAD
1877,2,,1878,"{'gammas': array([ 3.49187015, -0.53415059]), 'betas': array([4.1057162 , 1.93464111])}",-0.6217620676905442,0.0,NELDER_MEAD
1878,2,,1879,"{'gammas': array([ 3.51248839, -0.5630549 ]), 'betas': array([4.02516077, 1.99700001])}",-0.618397540540403,0.0,NELDER_MEAD
1879,2,,1880,"{'gammas': array([ 3.51964232, -0.62189485]), 'betas': array([4.06303374, 2.03021825])}",-0.6053381695931654,0.0,NELDER_MEAD
1880,2,,1881,"{'gammas': array([ 3.4704327 , -0.55284358]), 'betas': array([4.09372709, 1.93227773])}",-0.6237339139124444,0.0,NELDER_MEAD
1881,2,,1882,"{'gammas': array([ 3.44015557, -0.58356079]), 'betas': array([4.17611434, 1.90048799])}",-0.6185761025617078,0.0,NELDER_MEAD
1882,2,,1883,"{'gammas': array([ 3.45823877, -0.57843432]), 'betas': array([4.13837595, 1.92461599])}",-0.624411473267755,0.0,NELDER_MEAD
1883,2,,1884,"{'gammas': array([ 3.44395811, -0.63460696]), 'betas': array([4.11188878, 1.95783433])}",-0.6238571991844298,0.0,NELDER_MEAD
1884,2,,1885,"{'gammas': array([ 3.45215828, -0.65679566]), 'betas': array([4.13295874, 1.97297601])}",-0.6223657496481371,0.0,NELDER_MEAD
1885,2,,1886,"{'gammas': array([ 3.46586409, -0.5788316 ]), 'betas': array([4.103535 , 1.9424523])}",-0.6256196483899102,0.0,NELDER_MEAD
1886,2,,1887,"{'gammas': array([ 3.48958585, -0.5471446 ]), 'betas': array([4.11062016, 1.93972839])}",-0.6228468835600368,0.0,NELDER_MEAD
1887,2,,1888,"{'gammas': array([ 3.45536505, -0.61274137]), 'betas': array([4.11157163, 1.95330785])}",-0.6256564126653148,0.0,NELDER_MEAD
1888,2,,1889,"{'gammas': array([ 3.45742427, -0.51143531]), 'betas': array([4.03627225, 1.99248072])}",-0.6244809266587148,0.0,NELDER_MEAD
1889,2,,1890,"{'gammas': array([ 3.46797972, -0.55062611]), 'betas': array([4.00819279, 2.02295438])}",-0.6273425225925653,0.0,NELDER_MEAD
1890,2,,1891,"{'gammas': array([ 3.47285019, -0.53672201]), 'betas': array([3.94310121, 2.07212357])}",-0.6290201223344679,0.0,NELDER_MEAD
1891,2,,1892,"{'gammas': array([ 3.47650719, -0.63026847]), 'betas': array([4.06371096, 1.99491107])}",-0.6204814980376013,0.0,NELDER_MEAD
1892,2,,1893,"{'gammas': array([ 3.462195 , -0.5411436]), 'betas': array([4.04313193, 1.99308831])}",-0.6266339469984346,0.0,NELDER_MEAD
1893,2,,1894,"{'gammas': array([ 3.45435358, -0.57960671]), 'betas': array([4.05891129, 1.97358614])}",-0.62635757463832,0.0,NELDER_MEAD
1894,2,,1895,"{'gammas': array([ 3.45651782, -0.55627524]), 'betas': array([3.97482302, 2.05360063])}",-0.6293134688595634,0.0,NELDER_MEAD
1895,2,,1896,"{'gammas': array([ 3.45184468, -0.54499707]), 'betas': array([3.91046703, 2.1091748 ])}",-0.6309204581812135,0.0,NELDER_MEAD
1896,2,,1897,"{'gammas': array([ 3.46525668, -0.48849332]), 'betas': array([3.86623411, 2.12067856])}",-0.6259502440782201,0.0,NELDER_MEAD
1897,2,,1898,"{'gammas': array([ 3.46278377, -0.51955534]), 'betas': array([3.92756849, 2.07883588])}",-0.6293553172057711,0.0,NELDER_MEAD
1898,2,,1899,"{'gammas': array([ 3.47048324, -0.49160229]), 'betas': array([3.85322304, 2.15302514])}",-0.6222936752672795,0.0,NELDER_MEAD
1899,2,,1900,"{'gammas': array([ 3.458386  , -0.55760561]), 'betas': array([4.00748923, 2.01844589])}",-0.6282569069097927,0.0,NELDER_MEAD
1900,2,,1901,"{'gammas': array([ 3.46073733, -0.53829641]), 'betas': array([3.85118105, 2.14620176])}",-0.6327014938243825,0.0,NELDER_MEAD
1901,2,,1902,"{'gammas': array([ 3.46000849, -0.53687282]), 'betas': array([3.75520561, 2.22275848])}",-0.6225750679810157,0.0,NELDER_MEAD
1902,2,,1903,"{'gammas': array([ 3.46572199, -0.5121798 ]), 'betas': array([3.80866966, 2.18472211])}",-0.6248349152037277,0.0,NELDER_MEAD
1903,2,,1904,"{'gammas': array([ 3.46022   , -0.54624916]), 'betas': array([3.95778434, 2.06001494])}",-0.629803072459347,0.0,NELDER_MEAD
1904,2,,1905,"{'gammas': array([ 3.4449427 , -0.53782697]), 'betas': array([3.88039924, 2.12499012])}",-0.63121937632397,0.0,NELDER_MEAD
1905,2,,1906,"{'gammas': array([ 3.44608858, -0.56412947]), 'betas': array([3.87234734, 2.14135493])}",-0.6332225438622023,0.0,NELDER_MEAD
1906,2,,1907,"{'gammas': array([ 3.43774098, -0.58641654]), 'betas': array([3.84473677, 2.17261446])}",-0.6332097459509434,0.0,NELDER_MEAD
1907,2,,1908,"{'gammas': array([ 3.44158665, -0.5463758 ]), 'betas': array([3.799413  , 2.20084586])}",-0.6246702416920141,0.0,NELDER_MEAD
1908,2,,1909,"{'gammas': array([ 3.45556166, -0.54628082]), 'betas': array([3.9181915 , 2.09522267])}",-0.6315247225284799,0.0,NELDER_MEAD
1909,2,,1910,"{'gammas': array([ 3.45182045, -0.54826977]), 'betas': array([3.85059253, 2.14470995])}",-0.6335976362795539,0.0,NELDER_MEAD
1910,2,,1911,"{'gammas': array([ 3.45180833, -0.54990612]), 'betas': array([3.82065528, 2.16247752])}",-0.6337619986178112,0.0,NELDER_MEAD
1911,2,,1912,"{'gammas': array([ 3.46215525, -0.56147944]), 'betas': array([3.85078835, 2.14763832])}",-0.635411715842159,0.0,NELDER_MEAD
1912,2,,1913,"{'gammas': array([ 3.47076153, -0.57330567]), 'betas': array([3.8359829 , 2.15896242])}",-0.6371191876165448,0.0,NELDER_MEAD
1913,2,,1914,"{'gammas': array([ 3.45913622, -0.56653802]), 'betas': array([3.77189179, 2.20927564])}",-0.6327284730720604,0.0,NELDER_MEAD
1914,2,,1915,"{'gammas': array([ 3.45316   , -0.58864323]), 'betas': array([3.79925761, 2.1898335 ])}",-0.6373001293737723,0.0,NELDER_MEAD
1915,2,,1916,"{'gammas': array([ 3.44937134, -0.61381664]), 'betas': array([3.77329589, 2.21164936])}",-0.6378875577978905,0.0,NELDER_MEAD
1916,2,,1917,"{'gammas': array([ 3.44987866, -0.58404093]), 'betas': array([3.87924892, 2.12794648])}",-0.6349631257742958,0.0,NELDER_MEAD
1917,2,,1918,"{'gammas': array([ 3.46482135, -0.59640521]), 'betas': array([3.78224415, 2.18916296])}",-0.6397716620357132,0.0,NELDER_MEAD
1918,2,,1919,"{'gammas': array([ 3.47418773, -0.61254308]), 'betas': array([3.73719256, 2.21306697])}",-0.6399146478182944,0.0,NELDER_MEAD
1919,2,,1920,"{'gammas': array([ 3.4702913 , -0.64194704]), 'betas': array([3.79220485, 2.19333509])}",-0.6422303955832274,0.0,NELDER_MEAD
1920,2,,1921,"{'gammas': array([ 3.47953279, -0.68796749]), 'betas': array([3.77797963, 2.20876388])}",-0.6431421281223364,0.0,NELDER_MEAD
1921,2,,1922,"{'gammas': array([ 3.48704803, -0.65977551]), 'betas': array([3.68297656, 2.26827484])}",-0.638381535224639,0.0,NELDER_MEAD
1922,2,,1923,"{'gammas': array([ 3.47430842, -0.71374569]), 'betas': array([3.64973942, 2.29191511])}",-0.6306436797066478,0.0,NELDER_MEAD
1923,2,,1924,"{'gammas': array([ 3.47164825, -0.60841567]), 'betas': array([3.78942203, 2.19220059])}",-0.64124446813812,0.0,NELDER_MEAD
1924,2,,1925,"{'gammas': array([ 3.50683707, -0.67053424]), 'betas': array([3.7204895 , 2.22950377])}",-0.6442792474158222,0.0,NELDER_MEAD
1925,2,,1926,"{'gammas': array([ 3.53556993, -0.69889304]), 'betas': array([3.6940863 , 2.23843098])}",-0.6395968455802139,0.0,NELDER_MEAD
1926,2,,1927,"{'gammas': array([ 3.47905489, -0.62995474]), 'betas': array([3.82956529, 2.15349277])}",-0.636314017278159,0.0,NELDER_MEAD
1927,2,,1928,"{'gammas': array([ 3.48504975, -0.65232031]), 'betas': array([3.71962374, 2.23957932])}",-0.6436788932346524,0.0,NELDER_MEAD
1928,2,,1929,"{'gammas': array([ 3.49734619, -0.69707578]), 'betas': array([3.76656489, 2.22195681])}",-0.6447721325058307,0.0,NELDER_MEAD
1929,2,,1930,"{'gammas': array([ 3.50892542, -0.73934213]), 'betas': array([3.78125106, 2.22640173])}",-0.6403439857410086,0.0,NELDER_MEAD
1930,2,,1931,"{'gammas': array([ 3.51273465, -0.74553324]), 'betas': array([3.70290685, 2.2577013 ])}",-0.6470453614321472,0.0,NELDER_MEAD
1931,2,,1932,"{'gammas': array([ 3.53327785, -0.81409202]), 'betas': array([3.65964927, 2.29045166])}",-0.6442568558265488,0.0,NELDER_MEAD
1932,2,,1933,"{'gammas': array([ 3.52145104, -0.69476429]), 'betas': array([3.67681287, 2.26560672])}",-0.6440301993946678,0.0,NELDER_MEAD
1933,2,,1934,"{'gammas': array([ 3.53413473, -0.75163346]), 'betas': array([3.71376331, 2.24780498])}",-0.6425623157503791,0.0,NELDER_MEAD
1934,2,,1935,"{'gammas': array([ 3.49732099, -0.6771486 ]), 'betas': array([3.71815864, 2.24163574])}",-0.6460834276396972,0.0,NELDER_MEAD
1935,2,,1936,"{'gammas': array([ 3.48566841, -0.70038163]), 'betas': array([3.77724707, 2.20979209])}",-0.6423487589382977,0.0,NELDER_MEAD
1936,2,,1937,"{'gammas': array([ 3.51250538, -0.69616863]), 'betas': array([3.70192142, 2.25165306])}",-0.646316996620723,0.0,NELDER_MEAD
1937,2,,1938,"{'gammas': array([ 3.50311654, -0.73742888]), 'betas': array([3.7242864 , 2.25696968])}",-0.649058036585642,0.0,NELDER_MEAD
1938,2,,1939,"{'gammas': array([ 3.50125628, -0.77087621]), 'betas': array([3.72618486, 2.27070264])}",-0.6500563910890466,0.0,NELDER_MEAD
1939,2,,1940,"{'gammas': array([ 3.51456245, -0.74778756]), 'betas': array([3.65802099, 2.28888956])}",-0.6439258935634101,0.0,NELDER_MEAD
1940,2,,1941,"{'gammas': array([ 3.50165026, -0.70975372]), 'betas': array([3.73942892, 2.23869   ])}",-0.6471794988483132,0.0,NELDER_MEAD
1941,2,,1942,"{'gammas': array([ 3.51675229, -0.7840173 ]), 'betas': array([3.71706239, 2.26773776])}",-0.6484434911603201,0.0,NELDER_MEAD
1942,2,,1943,"{'gammas': array([ 3.50369136, -0.8089216 ]), 'betas': array([3.74087009, 2.26576279])}",-0.6458614762220969,0.0,NELDER_MEAD
1943,2,,1944,"{'gammas': array([ 3.51030187, -0.72435687]), 'betas': array([3.71165859, 2.2551805 ])}",-0.6481459881111524,0.0,NELDER_MEAD
1944,2,,1945,"{'gammas': array([ 3.5022457 , -0.74896881]), 'betas': array([3.74426052, 2.25845415])}",-0.649199581750305,0.0,NELDER_MEAD
1945,2,,1946,"{'gammas': array([ 3.51362781, -0.80435587]), 'betas': array([3.71015426, 2.28734752])}",-0.6512128519397239,0.0,NELDER_MEAD
1946,2,,1947,"{'gammas': array([ 3.51961659, -0.85165694]), 'betas': array([3.69551693, 2.31167629])}",-0.6516547473981705,0.0,NELDER_MEAD
1947,2,,1948,"{'gammas': array([ 3.50963356, -0.85340276]), 'betas': array([3.72985376, 2.29910492])}",-0.6495544392459954,0.0,NELDER_MEAD
1948,2,,1949,"{'gammas': array([ 3.49962377, -0.82843506]), 'betas': array([3.73084564, 2.30223123])}",-0.6507642407188067,0.0,NELDER_MEAD
1949,2,,1950,"{'gammas': array([ 3.51281939, -0.90321667]), 'betas': array([3.69694007, 2.33340339])}",-0.6489773884200558,0.0,NELDER_MEAD
